V,Si,So,TSi,TSo,Ni,No,TKNi,TKNo,M,DO,i,Sig/TS,Sig,Q,Th_c,Th,dS,dTS,dN,TKN,Thn,Th_cn
3141,257,42,310,25,59,14,104,26,2594,2.24,49,0.64,198,1681.98,10.97,9.14,215,285,45,78,2.285,15.52883392
2970,258,43,309,28,56,13,113,29,2645,2.31,52,0.6,184,1544.27,8.99,9.14,215,281,43,84,2.285,12.03209749
2889,245,40,301,17,47,11,82,21,2435,1.95,44,0.63,188,1544.93,8.42,9.15,205,284,36,61,2.2875,9.959950828
3015,218,37,240,16,44,11,95,25,2507,1.91,43,0.6,144,1611.37,10.02,9.16,181,224,33,70,2.29,12.47030954
2898,244,39,270,25,52,12,98,25,2697,2.11,48,0.65,177,1475.69,10.96,9.19,205,245,40,73,2.2975,14.40248398
2907,268,42,295,20,58,13,103,27,2437,2.6,60,0.59,175,1657.2,8.47,9.18,226,275,45,76,2.295,11.3029014
3042,220,36,257,18,40,9,83,22,2490,1.76,38,0.6,156,1647.9,12.23,9.17,184,239,31,61,2.2925,13.71125149
2961,232,39,282,19,49,11,86,22,2598,1.89,45,0.65,184,1694.03,12.33,9.19,193,263,38,64,2.2975,16.05774293
3087,252,41,311,26,52,12,96,24,2556,2.28,51,0.62,192,1567.93,9.49,9.21,211,285,40,72,2.3025,12.07486669
3132,208,33,252,17,44,10,84,22,2686,1.77,40,0.63,159,1789.39,9.98,9.2,175,235,34,62,2.3,13.01766863
3078,219,37,253,18,45,11,92,24,2646,1.82,41,0.64,163,1765.13,13.58,9.12,182,235,34,68,2.28,17.20606258
3051,267,43,313,19,54,13,97,25,2498,2.38,54,0.62,195,1595.04,8.19,9.18,224,294,41,72,2.295,10.21362079
2898,233,38,259,23,44,11,89,22,2677,2.09,48,0.62,161,1528.04,10.24,9.24,195,236,33,67,2.31,11.92367256
3069,219,36,247,24,49,11,93,25,2549,1.95,44,0.66,162,1632.54,12.38,9.2,183,223,38,68,2.3,17.07992421
3051,221,37,265,20,43,11,82,21,2627,2.03,49,0.65,173,1652.6,10.55,9.22,184,245,32,61,2.305,12.65732614
2898,207,35,249,15,40,10,79,19,2515,2,47,0.63,158,1521.45,11.29,9.14,172,234,30,60,2.285,13.45231156
3105,264,43,303,26,53,13,99,26,2691,2.46,57,0.64,195,1754.11,8.49,9.13,221,277,40,73,2.2825,10.50976396
2997,201,32,222,15,44,10,88,23,2417,1.76,40,0.63,140,1528.97,9.19,9.13,169,207,34,65,2.2825,12.40467698
2988,215,35,239,17,49,12,86,23,2411,1.87,43,0.65,155,1583.04,11.25,9.15,180,222,37,63,2.2875,15.80969428
3123,245,40,279,23,54,12,109,28,2554,2.01,45,0.64,177,1596.77,8.49,9.2,205,256,42,81,2.3,11.53848248
3096,267,43,317,22,57,13,104,27,2621,2.56,60,0.6,191,1766.89,10.12,9.17,224,295,44,77,2.2925,13.32163211
3060,254,42,295,23,54,13,106,27,2524,2.14,50,0.66,193,1631.84,8.75,9.18,212,272,41,79,2.295,11.4704756
2907,241,41,263,21,49,11,85,22,2521,1.96,44,0.61,160,1666.85,9.19,9.17,200,242,38,63,2.2925,11.5214696
2970,202,35,236,16,44,11,80,21,2481,1.6,36,0.62,147,1713.63,9.85,9.15,167,220,33,59,2.2875,13.22972652
3006,249,41,285,22,48,12,93,24,2587,2.32,52,0.6,170,1518.03,11.81,9.22,208,263,36,69,2.305,14.03799609
3051,269,45,317,29,55,12,106,28,2528,2.51,59,0.61,194,1555.22,7.5,9.23,224,288,43,78,2.3075,9.455510955
3105,241,41,290,19,46,10,86,22,2574,2.07,47,0.64,185,1794.97,11.06,9.13,200,271,36,64,2.2825,13.01695026
3069,209,35,236,19,44,11,80,21,2491,1.73,38,0.63,149,1732.35,10.89,9.23,174,217,33,59,2.3075,14.1366856
2889,204,33,224,20,38,10,82,21,2556,1.65,38,0.6,134,1545.74,14.04,9.24,171,204,28,61,2.31,16.12626775
3051,220,38,265,17,48,12,95,23,2682,1.85,42,0.61,161,1732,9.86,9.22,182,248,36,72,2.305,13.26504723
3015,258,42,285,25,50,11,99,25,2575,2.37,54,0.62,178,1668.27,8.57,9.19,216,260,39,74,2.2975,10.24104913
2997,262,43,315,22,56,14,112,29,2550,2.58,60,0.61,192,1568.08,10.1,9.22,219,293,42,83,2.305,13.31132965
3024,228,36,251,17,49,11,90,23,2621,2.23,50,0.62,154,1732.15,11.97,9.22,192,234,38,67,2.305,15.86239326
3015,209,35,243,15,42,10,84,22,2416,1.92,45,0.63,154,1685.36,9.03,9.23,174,228,32,62,2.3075,11.18933004
3024,259,43,289,25,58,14,106,28,2448,2.46,56,0.6,172,1653.42,10.49,9.22,216,264,44,78,2.305,14.48495155
3051,251,40,289,23,59,14,120,30,2681,2.3,55,0.66,190,1604.91,10.27,9.22,211,266,45,90,2.305,14.88545325
2880,240,39,285,21,50,11,98,25,2508,2.07,49,0.62,176,1436.02,10.98,9.24,201,264,39,73,2.31,14.10504357
3141,251,41,281,24,50,11,99,25,2421,2.26,53,0.64,179,1700.36,7.49,9.22,210,257,39,74,2.305,9.200076314
3087,266,44,303,22,55,13,105,27,2657,2.51,56,0.62,186,1610.15,8.33,9.2,222,281,42,78,2.3,10.62036355
3051,259,41,309,21,46,11,85,22,2550,2.19,50,0.61,187,1753.13,8.46,9.15,218,288,35,63,2.2875,9.26492184
3069,216,35,266,24,49,12,92,23,2529,1.9,43,0.63,169,1560.58,11,9.2,181,242,37,69,2.3,15.38680122
2997,216,34,266,16,42,11,72,19,2522,2.09,50,0.61,163,1675.08,9.3,9.23,182,250,31,53,2.3075,11.15043517
3078,265,45,313,23,49,12,98,25,2413,2.46,59,0.64,202,1623.44,8.08,9.19,220,290,37,73,2.2975,9.212444747
3132,209,35,234,19,49,12,94,24,2450,1.94,44,0.61,143,1589.46,10.85,9.22,174,215,37,70,2.305,15.68530115
2934,241,39,292,22,49,11,96,25,2650,2.19,52,0.64,186,1533.02,9.01,9.14,202,270,38,71,2.285,11.29580425
3024,262,43,296,25,48,11,93,24,2687,2.44,56,0.62,183,1699.1,11.69,9.18,219,271,37,69,2.295,13.20589338
3132,242,39,280,21,56,14,109,28,2692,2.03,49,0.6,168,1770.92,11.69,9.21,203,259,42,81,2.3025,16.68017111
2952,238,40,287,21,53,12,92,23,2694,2.18,51,0.64,184,1605.43,10.78,9.22,198,266,41,69,2.305,14.80236138
3042,218,36,255,15,44,12,87,22,2631,2.01,48,0.62,159,1560.23,11.4,9.12,182,240,32,65,2.28,14.18777732
3042,265,43,310,27,51,12,99,25,2595,2.23,50,0.64,198,1637.9,9.75,9.18,222,283,39,74,2.295,11.57023679
3024,222,36,245,17,42,10,80,21,2499,2.05,47,0.65,160,1550.91,12.9,9.22,186,228,32,59,2.305,15.04871286
2979,205,33,248,16,44,10,84,21,2545,1.77,43,0.65,160,1525.43,12.01,9.23,172,232,34,63,2.3075,15.89480309
2979,260,44,289,25,53,13,98,26,2650,2.47,59,0.64,185,1517.74,8.9,9.18,216,264,40,72,2.295,11.18679958
2979,261,42,323,23,55,13,107,28,2425,2.2,51,0.62,199,1572.19,9.35,9.18,219,300,42,79,2.295,12.14918436
3087,213,33,235,14,39,10,73,19,2669,1.76,41,0.62,146,1713.23,11.65,9.17,180,221,29,54,2.2925,13.15298298
2880,214,36,264,22,43,11,77,20,2481,1.71,40,0.66,174,1445.66,9.5,9.18,178,242,32,57,2.295,11.7704107
3132,263,43,300,24,51,12,93,23,2481,2.58,58,0.6,181,1759.19,9.15,9.14,220,276,39,70,2.285,10.94079425
3042,240,39,267,22,54,13,109,28,2534,2.14,48,0.62,166,1670.13,9.14,9.14,201,245,41,81,2.285,12.6806654
3006,232,37,266,23,51,12,102,25,2598,2.17,49,0.65,172,1514.08,10.92,9.2,195,243,39,77,2.3,14.80192362
3132,247,41,289,24,53,12,100,25,2579,2.16,49,0.63,181,1687.36,9.17,9.18,206,265,41,75,2.295,12.13281516
3015,206,33,243,15,44,11,90,23,2697,1.68,39,0.62,150,1682.46,10.59,9.16,173,228,33,67,2.29,13.94744783
2952,251,39,285,27,52,12,109,28,2616,2.11,50,0.61,174,1478.65,8.08,9.2,212,258,40,81,2.3,10.3217732
2988,248,40,283,21,47,11,95,25,2497,2.38,53,0.59,168,1592.31,9.59,9.23,208,262,36,70,2.3075,11.20670948
3078,266,43,330,22,55,13,104,27,2674,2.28,53,0.6,197,1605.31,8.62,9.2,223,308,42,77,2.3,10.9901001
2925,213,34,250,19,41,9,84,21,2477,1.71,40,0.64,159,1631.39,9.26,9.16,179,231,32,63,2.29,10.99078138
2988,223,37,245,17,54,14,96,25,2657,1.92,44,0.61,150,1673.59,9.83,9.13,186,228,40,71,2.2825,14.67762352
2997,245,41,284,23,44,11,86,22,2686,2.38,53,0.63,179,1648.68,10.78,9.16,204,261,33,64,2.29,11.93764562
2907,218,35,249,22,42,10,83,21,2595,1.8,43,0.65,163,1446.21,9.8,9.17,183,227,32,62,2.2925,11.64212349
2952,245,40,281,24,50,12,87,22,2458,1.99,46,0.65,184,1532.59,8.08,9.2,205,257,38,65,2.3,10.16783781
2934,201,34,235,20,49,12,92,23,2608,1.88,44,0.6,140,1501.75,12.73,9.24,167,215,37,69,2.31,19.13558552
3024,222,38,248,18,50,11,98,25,2576,1.91,43,0.65,161,1717.8,11.66,9.12,184,230,39,73,2.28,16.19305942
2898,212,35,254,17,42,11,84,22,2537,1.77,40,0.65,165,1592.58,12.05,9.21,177,237,31,62,2.3025,14.72020322
3096,228,37,279,21,51,12,94,24,2681,1.82,40,0.61,170,1715.71,10.18,9.22,191,258,39,70,2.305,14.04094817
3069,263,41,312,28,59,13,124,32,2451,2.17,48,0.59,184,1755.52,7.76,9.15,222,284,46,92,2.2875,10.73424031
3105,244,39,274,23,52,11,93,24,2644,2.17,49,0.63,172,1741.19,10.45,9.2,205,251,41,69,2.3,13.7322954
2952,230,38,262,22,44,11,85,22,2448,1.91,43,0.61,161,1689.72,10.47,9.14,192,240,33,63,2.285,12.35050886
2943,210,36,247,21,45,11,89,23,2458,1.83,43,0.64,159,1647.23,12.18,9.18,174,226,34,66,2.295,16.09362348
3069,214,35,242,17,44,10,85,21,2518,1.99,44,0.59,144,1756.31,12.72,9.23,179,225,34,64,2.3075,16.12647114
2970,265,43,299,18,62,14,115,29,2655,2.26,51,0.62,186,1518.84,9.4,9.2,222,281,48,86,2.3,13.56085269
2889,214,35,248,17,47,12,88,23,2573,2.03,47,0.6,149,1585.37,10.9,9.23,179,231,35,65,2.3075,14.76127638
2952,265,43,292,21,52,13,103,26,2453,2.27,51,0.65,190,1643.34,9.79,9.14,222,271,39,77,2.285,11.84550256
2916,255,42,281,19,58,14,116,29,2494,2.14,49,0.61,172,1541.92,7.58,9.21,213,262,44,87,2.3025,10.63090771
2880,234,38,259,21,46,11,102,27,2617,2.09,46,0.65,169,1592.9,11.18,9.15,196,238,35,75,2.2875,13.55180385
3024,230,39,282,16,42,10,79,21,2424,2.02,47,0.66,185,1532.99,10.35,9.14,191,266,32,58,2.285,11.65400321
2997,236,37,290,20,49,11,98,25,2561,1.92,46,0.65,189,1558.49,9.05,9.14,199,270,38,73,2.285,11.58633245
2889,266,43,306,28,56,14,97,25,2484,2.44,56,0.59,181,1501.56,7.76,9.14,223,278,42,72,2.285,10.07352436
2952,209,34,237,17,45,11,83,22,2566,2.03,47,0.64,151,1661.39,12.05,9.21,175,220,34,61,2.3025,15.99803357
3141,235,38,264,17,56,12,113,29,2433,2.23,51,0.64,170,1585.45,8.89,9.18,197,247,44,84,2.295,13.06276924
3051,227,38,269,25,46,11,97,25,2623,2.1,48,0.63,170,1747.23,9.99,9.13,189,244,35,72,2.2825,12.48276493
3096,250,41,290,21,56,13,108,28,2693,2.21,52,0.63,184,1779.33,9.33,9.14,209,269,43,80,2.285,12.88673777
3105,246,39,273,24,50,12,103,27,2543,2.11,48,0.61,167,1729.38,10.12,9.18,207,249,38,76,2.295,12.68319703
3069,202,33,240,20,45,11,83,22,2562,1.85,41,0.61,145,1721.27,12.18,9.16,169,220,34,61,2.29,16.73099471
2889,256,41,304,19,44,11,84,22,2502,2.38,57,0.63,192,1451.99,8.82,9.21,215,285,33,62,2.3025,9.347481743
3105,228,36,255,20,42,11,83,22,2666,2.13,48,0.64,164,1554.98,12.06,9.2,192,235,31,61,2.3,13.69856518
3105,252,42,308,22,47,12,84,21,2509,2.22,51,0.62,191,1662.42,10.49,9.14,210,286,35,63,2.285,12.06385572
3132,244,41,288,20,47,11,86,22,2576,1.95,46,0.6,174,1732.26,10.47,9.2,203,268,36,64,2.3,12.43563718
3141,213,35,236,17,43,10,80,20,2506,1.88,43,0.59,139,1603.41,9.94,9.12,178,219,33,60,2.28,12.37338613
2979,213,34,249,17,48,12,97,25,2685,1.94,44,0.65,162,1616.81,12.55,9.2,179,232,36,72,2.3,17.43888401
3132,266,43,316,21,53,12,108,27,2543,2.35,52,0.59,187,1656.56,7.32,9.21,223,295,41,81,2.3025,8.993290938
2925,213,36,234,20,43,10,87,23,2653,1.93,44,0.62,145,1491.8,11.41,9.13,177,214,33,64,2.2825,14.20325309
3069,254,41,304,22,58,14,107,27,2479,2.41,55,0.66,200,1719.02,10.3,9.17,213,282,44,80,2.2925,14.50256534
3033,260,42,298,23,50,12,90,24,2430,2.1,48,0.63,188,1597.3,7.55,9.2,218,275,38,66,2.3,8.952759895
3060,213,34,260,21,42,10,76,20,2604,1.74,40,0.62,161,1629.69,11.48,9.19,179,239,32,56,2.2975,13.95805497
2952,260,42,311,23,52,12,103,28,2616,2.18,52,0.65,201,1610.19,7.85,9.15,218,288,40,75,2.2875,9.680838647
2889,231,37,277,23,45,11,80,20,2414,1.93,45,0.62,172,1639.14,10.23,9.18,194,254,34,60,2.295,12.28823468
3096,222,35,273,21,45,11,99,25,2676,2.09,47,0.6,163,1681.61,10.53,9.19,187,252,34,74,2.2975,13.16137428
3096,242,38,289,23,53,13,106,27,2578,1.95,45,0.64,184,1681.62,11.71,9.19,204,266,40,79,2.2975,15.81359922
3033,221,36,272,16,47,11,85,22,2581,1.97,44,0.61,166,1736,10.67,9.18,185,256,36,63,2.295,13.99211394
3051,231,39,284,19,49,12,92,24,2438,2.11,48,0.64,183,1646.97,11.14,9.16,192,265,37,68,2.29,14.57077394
3123,240,40,280,21,47,12,93,24,2675,1.99,48,0.59,166,1567.93,12.44,9.18,200,259,35,69,2.295,15.02174294
2970,231,37,283,22,49,11,101,27,2587,1.93,45,0.6,169,1485.75,9.6,9.16,194,261,38,74,2.29,12.55650178
2898,207,33,256,21,44,10,86,22,2537,1.77,39,0.61,157,1587.94,9.75,9.15,174,235,34,64,2.2875,12.77910022
2997,222,37,270,16,46,12,81,21,2428,2.02,49,0.59,160,1658.08,12.21,9.2,185,254,34,60,2.3,15.60033234
3132,238,39,277,22,54,12,105,27,2700,1.99,44,0.63,173,1609.62,11.48,9.2,199,255,42,78,2.3,16.06097922
3087,254,41,309,24,55,14,115,28,2420,2.36,56,0.63,194,1706.82,7.3,9.2,213,285,41,87,2.3,9.746869744
3033,258,42,317,23,48,12,96,24,2649,2.08,50,0.65,204,1583.46,9.07,9.19,216,294,36,72,2.2975,10.40500151
3141,233,37,274,18,51,12,94,24,2455,2.14,50,0.63,172,1649,11.82,9.14,196,256,39,70,2.285,15.95309902
3132,249,42,278,20,52,12,93,24,2404,1.98,44,0.64,178,1744.63,7.87,9.18,207,258,40,69,2.295,10.13426037
2970,240,40,287,23,50,12,94,24,2561,1.98,47,0.62,178,1536.41,9.01,9.14,200,264,38,70,2.285,11.57435725
3132,226,37,279,21,49,12,98,25,2675,2.21,53,0.61,171,1787.16,12.29,9.21,189,258,37,73,2.3025,16.43057844
2898,226,38,269,22,47,11,90,23,2526,1.87,41,0.63,169,1630.23,9.3,9.13,188,247,36,67,2.2825,11.92574988
3051,243,40,292,25,49,13,106,27,2604,2.34,53,0.61,177,1530.93,9.64,9.13,203,267,36,79,2.2825,11.98616273
3006,266,43,295,22,57,13,102,26,2448,2.36,53,0.6,176,1664.62,8.44,9.23,223,273,44,76,2.3075,11.1519033
3087,225,36,279,25,49,12,98,25,2583,2.12,48,0.62,173,1776.33,9.03,9.13,189,254,37,73,2.2825,12.1259184
2907,223,38,274,21,47,12,99,26,2685,2.11,49,0.64,176,1663.75,11.99,9.14,185,253,35,73,2.285,15.58208278
2925,246,40,270,21,53,12,95,25,2423,2.2,51,0.65,175,1535.92,10.62,9.14,206,249,41,70,2.285,14.10842743
2979,249,39,285,20,48,11,85,22,2597,2.38,54,0.61,174,1715.45,10.06,9.13,210,265,37,63,2.2825,11.95785272
3033,268,45,320,22,52,12,96,25,2479,2.52,56,0.61,195,1704.92,7.05,9.14,223,298,40,71,2.285,8.434726323
3051,229,37,260,16,45,10,97,25,2519,2.08,48,0.64,167,1535.29,8.79,9.2,192,244,35,72,2.3,10.65072658
2880,261,42,322,22,57,14,103,26,2652,2.28,54,0.66,212,1490.85,10.61,9.18,219,300,43,77,2.295,14.2877243
2880,220,36,268,21,50,12,94,24,2457,2.09,50,0.64,173,1438.08,11.25,9.18,184,247,38,70,2.295,15.76569699
3069,261,44,298,24,46,11,96,24,2619,2.51,56,0.65,193,1642.73,8.01,9.19,217,274,35,72,2.2975,8.704887639
2898,216,35,262,22,46,11,85,23,2478,1.85,44,0.61,159,1466.32,9.07,9.15,181,240,35,62,2.2875,11.91035474
3024,258,41,305,22,53,13,102,26,2547,2.31,53,0.59,180,1519.57,9.03,9.22,217,283,40,76,2.305,11.43818834
2988,237,38,276,20,50,12,90,23,2625,1.95,46,0.61,167,1637.47,11.43,9.2,199,256,38,67,2.3,14.86898139
2916,252,41,302,25,59,14,107,28,2571,2.02,48,0.6,182,1622.07,11.19,9.19,211,277,45,79,2.2975,16.15455081
2988,238,39,294,28,49,11,99,26,2599,2.33,55,0.63,185,1670.03,8.7,9.23,199,266,38,73,2.3075,11.04464357
3051,220,37,273,21,47,12,90,23,2685,1.75,40,0.65,179,1651.08,11,9.13,183,252,35,67,2.2825,14.49042727
2880,231,38,265,21,49,11,97,25,2491,2.03,47,0.59,157,1541.56,12.05,9.19,193,244,38,72,2.2975,15.76102567
2880,247,42,270,21,50,12,104,27,2611,1.98,47,0.66,178,1490.85,9.75,9.18,205,249,38,77,2.295,12.17001171
2889,234,39,276,21,43,11,80,20,2415,1.95,45,0.6,165,1629.43,9.07,9.19,195,255,32,60,2.2975,10.27716229
3069,251,41,301,27,49,11,91,23,2533,2.34,54,0.61,182,1650.61,11.47,9.19,210,274,38,68,2.2975,13.80699303
2898,200,33,220,18,42,11,74,20,2434,1.88,43,0.64,141,1574.72,11.23,9.14,167,202,31,54,2.285,14.54160623
3078,237,39,286,20,55,13,98,25,2616,2.03,47,0.65,185,1601.34,8.97,9.23,198,266,42,73,2.3075,12.83571648
3132,224,37,255,22,44,10,87,23,2651,2.19,51,0.65,166,1760.58,12.44,9.22,187,233,34,64,2.305,15.06740173
3033,254,41,280,17,51,13,94,24,2608,2.19,48,0.6,169,1735.09,10.34,9.23,213,263,38,70,2.3075,12.80177906
3132,248,41,283,16,54,13,115,30,2694,2.13,49,0.64,180,1609.6,11.59,9.2,207,267,41,85,2.3,15.56104807
3060,267,44,322,26,53,12,95,24,2628,2.56,61,0.65,208,1591.72,10.77,9.13,223,296,41,71,2.2825,13.18237436
2907,238,39,266,22,43,10,85,23,2657,2.15,50,0.63,167,1551.27,9.08,9.13,199,244,33,62,2.2825,10.11557737
3105,229,37,269,21,48,11,102,27,2589,1.9,43,0.63,170,1599.57,9.88,9.22,192,248,37,75,2.305,12.76956282
3141,231,38,286,21,52,11,96,25,2416,1.83,42,0.63,180,1604.15,10.44,9.21,193,265,41,71,2.3025,14.49122807
2898,265,43,303,22,55,13,113,29,2514,2.48,56,0.62,188,1536.26,7.24,9.19,222,281,42,84,2.2975,9.265496813
3069,202,33,238,20,42,9,76,19,2529,1.73,41,0.65,155,1713.11,11.12,9.16,169,218,33,57,2.29,14.25660239
3060,246,42,276,23,50,11,99,26,2424,2.26,50,0.64,178,1621.72,8.26,9.19,204,253,39,73,2.2975,10.3520956
2934,228,38,251,22,42,11,77,20,2550,1.88,41,0.65,163,1496.16,11.53,9.22,190,229,31,57,2.305,13.09655527
3132,231,37,258,14,43,11,90,22,2447,1.87,44,0.65,167,1666.88,9.35,9.2,194,244,32,68,2.3,10.73201858
2988,215,35,253,19,47,11,99,26,2430,1.76,40,0.59,150,1687.21,9.72,9.14,180,234,36,73,2.285,13.10204215
3123,217,36,249,18,42,10,79,21,2586,2.01,46,0.64,161,1586.26,11.16,9.17,181,231,32,58,2.2925,13.31886081
3015,259,42,295,27,55,13,105,27,2417,2.35,55,0.63,185,1724.55,7.99,9.23,217,268,42,78,2.3075,10.46220039
3123,243,39,287,18,53,13,99,26,2591,2.16,50,0.65,187,1568.47,12.04,9.22,204,269,40,73,2.305,16.19233246
3105,212,34,260,18,45,10,82,22,2495,1.93,43,0.63,164,1578.86,10.02,9.16,178,242,35,60,2.29,13.11468016
2952,213,34,252,20,51,12,100,26,2665,2.01,46,0.59,149,1478.7,13.5,9.2,179,232,39,74,2.3,19.93139382
2916,239,38,264,24,43,10,84,22,2687,1.98,47,0.59,157,1586.12,11.36,9.18,201,240,33,62,2.295,12.60265987
2898,203,35,240,17,46,10,95,24,2500,1.89,43,0.62,150,1500.27,9.51,9.18,168,223,36,71,2.295,13.28787824
2970,237,38,265,21,54,12,107,27,2658,2.31,51,0.66,174,1699.26,10.68,9.19,199,244,42,80,2.2975,15.00479256
3069,244,41,275,23,52,13,93,24,2442,2.03,48,0.63,172,1677.1,9.81,9.13,203,252,39,69,2.2825,12.89127443
3096,256,42,300,26,51,12,96,24,2645,2.17,51,0.64,194,1554.65,8.4,9.22,214,274,39,72,2.305,10.31864868
2988,268,43,320,23,52,12,110,28,2657,2.25,54,0.61,194,1697.18,11.22,9.13,225,297,40,82,2.2825,13.42377721
3042,218,36,261,24,46,12,85,22,2490,1.79,40,0.64,168,1621.68,11.69,9.23,182,237,34,63,2.3075,15.20999875
3015,262,43,319,24,50,12,95,24,2642,2.15,50,0.59,189,1571.97,7.66,9.16,219,295,38,71,2.29,9.013860071
3123,243,40,275,20,47,12,96,25,2604,2,45,0.64,175,1635.37,10.41,9.17,203,255,35,71,2.2925,12.41525497
2943,212,35,233,20,44,11,90,23,2579,2.03,48,0.61,141,1468.2,11.25,9.24,177,213,33,67,2.31,14.39735347
2925,269,42,333,22,51,13,101,26,2632,2.28,53,0.6,200,1664.31,9.38,9.24,227,311,38,75,2.31,10.96564201
2907,226,37,256,20,46,11,92,24,2667,1.96,45,0.64,165,1548.59,12.51,9.19,189,236,35,68,2.2975,15.70073673
3069,229,35,251,17,42,10,78,20,2615,2.06,49,0.59,149,1743.13,12.5,9.17,194,234,32,58,2.2925,14.13634548
3060,236,39,273,19,45,11,96,24,2593,2.15,51,0.66,180,1601.73,10.74,9.21,197,254,34,72,2.3025,12.62752164
2988,252,40,312,25,49,12,101,26,2590,2.18,49,0.66,205,1661.54,11.63,9.15,212,287,37,75,2.2875,13.94403882
3060,267,44,316,25,60,15,109,28,2631,2.41,55,0.6,189,1577.87,9.24,9.21,223,291,45,81,2.3025,12.80339928
3123,258,41,300,20,54,13,95,24,2689,2.25,52,0.59,179,1557.99,9.13,9.19,217,280,41,71,2.2975,11.78306194
3141,215,34,260,18,41,10,73,19,2497,1.74,40,0.61,159,1805.67,12.17,9.14,181,242,31,54,2.285,14.31031865
3042,207,35,240,21,47,12,90,23,2634,1.75,42,0.63,151,1552.41,12.19,9.17,172,219,35,67,2.2925,17.06650323
3078,210,36,231,17,48,12,86,23,2576,1.82,41,0.61,140,1770.26,12.08,9.18,174,214,36,63,2.295,17.02559139
3006,226,37,268,20,50,12,90,23,2496,1.82,41,0.63,168,1547.33,9.08,9.23,189,248,38,67,2.3075,12.38684613
2907,249,40,308,20,48,12,99,26,2616,2.34,54,0.62,190,1444.26,9.78,9.18,209,288,36,73,2.295,11.62502979
3033,260,42,296,25,47,11,88,22,2455,2.35,55,0.62,182,1692.17,8.66,9.2,218,271,36,66,2.3,9.652853861
3069,228,38,257,17,45,11,91,24,2485,2.2,51,0.6,154,1580.28,11.78,9.13,190,240,34,67,2.2825,14.33627379
3069,206,34,238,21,45,11,83,22,2594,1.97,44,0.64,152,1668.37,12.59,9.23,172,217,34,61,2.3075,16.95837962
3024,258,41,304,25,48,12,97,25,2463,2.33,55,0.65,197,1743.17,9.81,9.16,217,279,36,72,2.29,11.25392115
3033,201,33,228,19,38,9,77,19,2578,1.8,43,0.64,147,1741.81,11.35,9.19,168,209,29,58,2.2975,13.23112371
3114,219,36,255,21,43,10,82,22,2448,1.77,43,0.62,159,1665.27,10.67,9.15,183,234,33,60,2.2875,12.91820254
3096,244,40,290,25,54,12,115,31,2661,2.06,48,0.6,173,1606.96,8.97,9.2,204,265,42,84,2.3,12.24079728
3141,220,35,261,18,46,11,100,26,2511,2.01,49,0.64,167,1565.12,11.8,9.2,185,243,35,74,2.3,15.21354724
3078,265,43,328,21,58,14,104,27,2594,2.44,54,0.64,210,1698.33,8.04,9.13,222,307,44,77,2.2825,10.85054363
2961,224,36,270,19,43,10,93,24,2478,2.1,48,0.65,176,1685,10.71,9.15,188,251,33,69,2.2875,12.67719695
2970,251,43,304,21,51,13,98,26,2660,2.1,49,0.66,199,1489.7,9.27,9.19,208,283,38,72,2.2975,11.61420582
2997,248,41,305,28,46,12,82,21,2556,2.37,57,0.6,182,1552.51,10.24,9.17,207,277,34,61,2.2925,11.71168645
2988,229,39,258,21,47,11,90,23,2512,2.02,46,0.62,160,1670,11.3,9.23,190,237,36,67,2.3075,14.30059635
2997,233,37,277,23,48,11,91,24,2618,2.06,49,0.64,177,1626.76,9.14,9.2,196,254,37,67,2.3,11.61033742
3051,232,38,268,21,51,13,94,25,2513,2.07,50,0.65,173,1694.88,8.57,9.16,194,247,38,69,2.29,11.61652797
2997,248,40,279,19,52,12,104,26,2565,2.01,47,0.62,172,1529.04,8.61,9.22,208,260,40,78,2.305,11.13187045
2961,216,35,244,19,50,12,91,24,2574,1.96,46,0.64,156,1588.16,10.69,9.13,181,225,38,67,2.2825,15.25833999
3015,256,41,292,19,56,13,108,27,2530,2.41,55,0.59,172,1565.97,9.46,9.19,215,273,43,81,2.2975,12.76005444
3060,213,35,256,24,41,10,77,21,2558,1.89,42,0.63,161,1567.85,12.28,9.18,178,232,31,56,2.295,14.57524787
3123,254,40,299,21,52,13,104,26,2591,2.42,57,0.65,195,1760.09,9.64,9.15,214,278,39,78,2.2875,12.16914288
2925,239,38,280,17,43,11,80,21,2500,2.29,52,0.66,184,1637.05,9.06,9.18,201,263,32,59,2.295,10.051065
2979,203,33,251,21,46,11,87,22,2527,1.94,43,0.63,159,1521.68,11.81,9.16,170,230,35,65,2.29,16.50156068
2880,264,44,315,24,62,14,115,29,2471,2.32,55,0.6,189,1497.86,7.79,9.23,220,291,48,86,2.3075,11.28076493
2943,219,35,239,18,42,10,80,21,2541,1.77,40,0.66,156,1649.45,10.56,9.16,184,221,32,59,2.29,12.48769903
3069,250,40,281,24,56,14,104,28,2463,2.45,56,0.61,170,1556.69,10.58,9.23,210,257,42,76,2.3075,14.61325677
3042,258,41,299,25,47,11,101,26,2544,2.18,51,0.6,179,1566.28,8.53,9.18,217,274,36,75,2.295,9.581654624
2961,225,35,270,24,39,10,78,20,2528,2.1,51,0.65,174,1644.2,12.61,9.16,190,246,29,58,2.29,13.47753613
3051,208,35,244,22,46,11,94,24,2636,1.8,40,0.63,155,1765.53,11.09,9.12,173,222,35,70,2.28,15.12304945
